date,eth_log_return,btc_log_return,tvl_log_return,eth_vol_30d,btc_vol_30d,tvl_vol_30d,tvl_drawdown,sentiment_composite,sentiment_z,fg_norm,usdc_depeg,usdc_deviation,vix_change,dxy_log_return,ffr_change
2020-01-26,0.04577137251551764,0.0323721116628264,-0.0051908014755850254,0.7600277585504955,0.5856337075874286,0.6724440320154035,-0.053951742514022634,0.255,-0.6779148506037419,0.42,0,0.0023999999999999577,,,0.0
2020-01-27,0.013138615938956226,0.03339660703325178,0.010303905897275737,0.7447656622422577,0.5821534733635211,0.6591132225658741,-0.044153356160599254,0.295,-0.3531646301449722,0.5,0,0.0017000000000000348,,,0.0
2020-01-28,0.03216753109987873,0.05106082462602789,0.036465263334073864,0.7347925869706078,0.5922198324944783,0.6562035482002908,-0.008654859051249627,0.315,-0.19078951991558707,0.54,0,-0.00029999999999996696,-1.9499999999999993,-0.0006608377849236349,0.0
2020-01-29,-0.010991638026895525,-0.007783398882224428,0.041978981432985556,0.7253861856849642,0.5845944527012674,0.6563861541425977,0.0,0.32999999999999996,-0.0690081872435487,0.57,0,0.0016000000000000458,0.10999999999999943,-0.00020395447046426618,0.0
2020-01-30,0.061233936221198874,0.022502456278908796,0.019415878727622432,0.7350145098316787,0.5760138083543489,0.6458299631753098,0.0,0.32999999999999996,-0.0690081872435487,0.57,0,0.0013000000000000789,-0.9000000000000004,0.0009278297743902559,0.0
2020-01-31,-0.025777450096432102,-0.01699597258492471,0.001978433874504662,0.7340934627509267,0.573549198920305,0.6349914539528803,0.0,0.32,-0.1501957423582408,0.55,0,0.0016000000000000458,3.3499999999999996,-0.0006322821709274292,0.0
2020-02-01,0.019858184395002133,0.003385727050131138,0.014780360604046451,0.7214179474347209,0.5537523650739419,0.6345499858955015,0.0,0.32999999999999996,-0.0690081872435487,0.57,0,0.0012000000000000899,,,0.030000000000000027
2020-02-02,0.026020175645450325,-0.005674268221518584,0.013897292239429364,0.7069103666128417,0.5337657885682456,0.6314108425538888,0.0,0.3416666666666667,0.02571062705692625,0.57,0,0.0014000000000000679,,,0.0
2020-02-03,0.006611506906791144,-0.004217202035113095,0.02741050110531446,0.7057177997529409,0.534971844472039,0.6343782279945521,0.0,0.3516666666666667,0.10689818217161881,0.59,0,0.0014000000000000679,,,0.0
2020-02-04,-0.0041204495698705275,-0.01030012470407638,-0.014098902108763453,0.7077790705143542,0.538164036172694,0.6395158123109217,-0.013999978041051886,0.33666666666666667,-0.014883150500420023,0.56,0,0.0034000000000000696,-1.9199999999999982,-0.0016212285324082231,0.0
2020-02-05,0.0757702693773784,0.04413696079004374,-0.00907114077339739,0.7209852939798195,0.5297176586581829,0.6426605722759811,-0.022903678628324146,0.32166666666666666,-0.13666448317245886,0.53,0,0.00029999999999996696,-0.9000000000000004,0.0006889769568744985,0.0
2020-02-06,0.04514280633031147,0.016504674065094656,0.040821966845767686,0.7261265681306746,0.5094288828288079,0.6508923160004035,0.0,0.3616666666666667,0.18808573728631137,0.61,0,0.0021999999999999797,-0.1899999999999995,0.0012301819946246868,0.0
2020-02-07,0.04646671135593256,0.00426127217580927,0.04216279773112764,0.7277355378993733,0.505750372009044,0.6512634116259366,0.0,0.33666666666666667,-0.014883150500420023,0.56,0,0.001100000000000101,0.5099999999999998,0.003067133725469511,0.0
2020-02-08,-0.001254536658109426,0.008252206527558531,0.033051319337240495,0.7182430857613467,0.4882093816768789,0.6497684107876439,0.0,0.33666666666666667,-0.014883150500420023,0.56,0,-0.0006000000000000449,,,0.0
2020-02-09,0.024096484126179114,0.025611472320488028,0.006944120194425836,0.7082943462514356,0.47165949493426446,0.5797698453684585,0.0,0.35500000000000004,0.13396070054318315,0.56,0,-0.0007000000000000339,,,0.0
2020-02-10,-0.024814069482351556,-0.02998887968955256,0.001242350749627932,0.7131982473136613,0.4787686860380534,0.5785347916589965,0.0,0.36,0.17455447810052896,0.57,0,0.00039999999999995595,,,0.0
2020-02-11,0.06007289183861839,0.03699068450599928,-0.053363038828675824,0.7290146544049051,0.4880951393931662,0.6175941764347039,-0.051964223797224374,0.335,-0.028414409686201965,0.52,0,-0.0043999999999999595,0.14000000000000057,-0.0018254447613041196,0.0
